messages,clean_text,label
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rate new zealand,ham
Yes just finished watching days of our lives. I love it.,yes finished watching day life love,ham
Juz go google n search 4 qet...,juz go google n search 4 qet,ham
Many times we lose our best ones bcoz we are ,many time lose best one bcoz,ham
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",good friend care close friend understand true friend stay forever beyond word beyond time gud ni8,ham
Just getting back home,getting back home,ham
"Sorry, I'll call later  &lt;#&gt; mins",sorry call later lt gt min,ham
Dun need to use dial up juz open da browser n surf...,dun need use dial juz open da browser n surf,ham
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,one registered subscriber enter draw 4 100 g b gift voucher replying enter unsubscribe text stop,spam
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",awesome plan get time like lt gt text detail wee bit,ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,take care sleep well need learn change life need get convinced wait conversation u get convinced time family many sens respect overemphasise role life,ham
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",chance win free bluetooth headset simply reply back adp,spam
You also didnt get na hi hi hi hi hi,also didnt get na hi hi hi hi hi,ham
Ya but it cant display internal subs so i gotta extract them,ya cant display internal sub got ta extract,ham
If i said anything wrong sorry de:-),said anything wrong sorry de,ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish,ham
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,stupid say challenge god dont think write instead respond immed,ham
"Yeah I should be able to, I'll text you when I'm ready to meet up",yeah able text ready meet,ham
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,v skint fancied bevy waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,ham
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",say quitting least5times day wudn take much notice nah mind gon na see want come taunton tonight tell,ham
"When you get free, call me",get free call,ham
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ï¿½ï¿½_,little darling far week need coffee run tomo believe time week already,ham
Ok i msg u b4 i leave my house.,ok msg leave house,ham
Still at west coast... Haiz... ï¿½ï¿½'ll take forever to come back...,still west coast haiz take forever come back,ham
MMM ... Fuck .... Merry Christmas to me,mmm fuck merry christmas,ham
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright thanks advice enjoy night try get sleep,ham
Update your face book status frequently :),update face book status frequently,ham
Just now saw your message.it k da:),saw message k da,ham
Was it something u ate?,something ate,ham
So what did the bank say about the money?,bank say money,ham
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,aiyar dun disturb liao thk lot 2 aft ur cupboard come,ham
Hey they r not watching movie tonight so i'll prob b home early...,hey watching movie tonight prob b home early,ham
Yar lor... How u noe? U used dat route too?,yar lor noe used dat route,ham
2mro i am not coming to gym machan. Goodnight.,2mro coming gym machan goodnight,ham
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,dont think need yellow card uk travel ask someone gone lt gt buck,ham
Can u look 4 me in da lib i got stuff havent finish yet.,look 4 da lib got stuff havent finish yet,ham
Sounds great! Im going to sleep now. Have a good night!,sound great im going sleep good night,ham
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,b floppy b snappy happy gay chat service photo upload call 08718730666 10p min 2 stop text call 08712460324,spam
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
How come u got nothing to do?,come got nothing,ham
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,nothing ever easy looking reason take risk life love,ham
i want to grasp your pretty booty :),want grasp pretty booty,ham
I've got it down to a tea. not sure which flavour,got tea sure flavour,ham
I'm going 2 orchard now laready me reaching soon. U reaching?,going 2 orchard laready reaching soon reaching,ham
Dear i am not denying your words please,dear denying word please,ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,know old dom told yesterday name roger got touch last night want meet today 2 pm,ham
COME BACK TO TAMPA FFFFUUUUUUU,come back tampa ffffuuuuuuu,ham
"2 celebrate my bï¿½ï¿½day, y else?",2 celebrate b day else,ham
Merry christmas to u too annie!,merry christmas annie,ham
Please tell me you have some of that special stock you were talking about,please tell special stock talking,ham
I sent them. Do you like?,sent like,ham
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ï¿½1000. To claim txt DIS to 87121 18+6*ï¿½1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur awarded complimentary trip eurodisinc trav aco entry41 1000 claim txt dis 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj,spam
"Awesome, be there in a minute",awesome minute,ham
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want know upset listen tell going upset want surprised mad,ham
I've told you everything will stop. Just dont let her get dehydrated.,told everything stop dont let get dehydrated,ham
Or I guess  &lt;#&gt;  min,guess lt gt min,ham
I'm home. Ard wat time will u reach?,home ard wat time reach,ham
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person,ham
"If you want to mapquest it or something look up \usf dogwood drive\""",want mapquest something look usf dogwood drive,ham
Aight should I just plan to come up later tonight?,aight plan come later tonight,ham
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,die accidentally deleted e msg suppose 2 put e sim archive haiz sad,ham
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",welcome uk mobile date msg free giving free calling 08719839835 future mg billed 150p daily cancel send go stop 89123,spam
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,ham
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",thanks reply today ur visa coming still buying gucci bag sister thing easy uncle john also bill really need think make money later sha,ham
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",sorry flaked last night shit seriously goin roommate tonight,ham
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,said look pretty wif long hair wat thk cutting quite short 4 leh,ham
Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold,ham
